05-Feb-26 14:00:23 - Created loss log file ./logs/loss_log_20260205140023_.npy.npz
05-Feb-26 14:00:33 - Estimated training samples: 26786650
05-Feb-26 14:00:33 - Total training steps per epoch (estimated): 83708
05-Feb-26 14:00:34 - Loading weights from: weights/model_weights20260204165247.pth
05-Feb-26 14:00:34 - Weights loaded successfully. Resuming training.
05-Feb-26 14:00:34 - Running without torch.compile (more stable for training).
05-Feb-26 14:00:34 - Training model...
05-Feb-26 14:00:40 - Features shape: torch.Size([320, 4])
05-Feb-26 14:00:40 - Elevation shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Targets shape: torch.Size([320])
05-Feb-26 14:00:40 - Mask shape: torch.Size([320, 750])
05-Feb-26 14:00:40 - Preds shape: torch.Size([320])
05-Feb-26 14:00:42 - [Epoch=1 | Step=10/83708 | Samples=3200] loss=4.5720
05-Feb-26 15:44:17 - ---------Epoch 01 | Training samples: 3395200 | Average Loss: 3.9448
05-Feb-26 15:44:21 - [Epoch=1 | Step=10620/83708 | Samples=3398400] loss=4.9302
05-Feb-26 15:44:21 - ---------Epoch 01 | Training samples: 3398400 | Average Loss: 3.9442
05-Feb-26 15:44:23 - [Epoch=1 | Step=10630/83708 | Samples=3401600] loss=3.0508
05-Feb-26 15:44:23 - ---------Epoch 01 | Training samples: 3401600 | Average Loss: 3.9432
05-Feb-26 15:44:25 - [Epoch=1 | Step=10640/83708 | Samples=3404800] loss=5.6336
05-Feb-26 15:44:25 - ---------Epoch 01 | Training samples: 3404800 | Average Loss: 3.9425
05-Feb-26 15:44:27 - [Epoch=1 | Step=10650/83708 | Samples=3408000] loss=3.3504
05-Feb-26 15:44:27 - ---------Epoch 01 | Training samples: 3408000 | Average Loss: 3.9419
05-Feb-26 15:44:29 - [Epoch=1 | Step=10660/83708 | Samples=3411200] loss=3.3339
05-Feb-26 15:44:29 - ---------Epoch 01 | Training samples: 3411200 | Average Loss: 3.9415
05-Feb-26 15:44:31 - [Epoch=1 | Step=10670/83708 | Samples=3414400] loss=3.9171
05-Feb-26 15:44:31 - ---------Epoch 01 | Training samples: 3414400 | Average Loss: 3.9410
05-Feb-26 15:44:33 - [Epoch=1 | Step=10680/83708 | Samples=3417600] loss=3.5497
05-Feb-26 15:44:33 - ---------Epoch 01 | Training samples: 3417600 | Average Loss: 3.9403
05-Feb-26 15:44:35 - [Epoch=1 | Step=10690/83708 | Samples=3420800] loss=3.7341
05-Feb-26 15:44:35 - ---------Epoch 01 | Training samples: 3420800 | Average Loss: 3.9397
05-Feb-26 15:44:38 - [Epoch=1 | Step=10700/83708 | Samples=3424000] loss=4.4732
05-Feb-26 15:44:38 - ---------Epoch 01 | Training samples: 3424000 | Average Loss: 3.9389
05-Feb-26 15:44:41 - [Epoch=1 | Step=10710/83708 | Samples=3427200] loss=4.2765
05-Feb-26 15:44:41 - ---------Epoch 01 | Training samples: 3427200 | Average Loss: 3.9386
05-Feb-26 15:44:43 - [Epoch=1 | Step=10720/83708 | Samples=3430400] loss=4.1676
05-Feb-26 15:44:43 - ---------Epoch 01 | Training samples: 3430400 | Average Loss: 3.9377
05-Feb-26 15:44:45 - [Epoch=1 | Step=10730/83708 | Samples=3433600] loss=3.9227
05-Feb-26 15:44:45 - ---------Epoch 01 | Training samples: 3433600 | Average Loss: 3.9368
05-Feb-26 15:44:49 - [Epoch=1 | Step=10740/83708 | Samples=3436800] loss=4.6641
05-Feb-26 15:44:49 - ---------Epoch 01 | Training samples: 3436800 | Average Loss: 3.9360
05-Feb-26 15:44:51 - [Epoch=1 | Step=10750/83708 | Samples=3440000] loss=4.9577
05-Feb-26 15:44:51 - ---------Epoch 01 | Training samples: 3440000 | Average Loss: 3.9353
05-Feb-26 15:44:53 - [Epoch=1 | Step=10760/83708 | Samples=3443200] loss=4.3114
05-Feb-26 15:44:53 - ---------Epoch 01 | Training samples: 3443200 | Average Loss: 3.9344
05-Feb-26 15:44:55 - [Epoch=1 | Step=10770/83708 | Samples=3446400] loss=3.4773
05-Feb-26 15:44:55 - ---------Epoch 01 | Training samples: 3446400 | Average Loss: 3.9335
05-Feb-26 15:44:57 - [Epoch=1 | Step=10780/83708 | Samples=3449600] loss=6.4357
05-Feb-26 15:44:57 - ---------Epoch 01 | Training samples: 3449600 | Average Loss: 3.9331
05-Feb-26 15:44:59 - [Epoch=1 | Step=10790/83708 | Samples=3452800] loss=3.0692
05-Feb-26 15:44:59 - ---------Epoch 01 | Training samples: 3452800 | Average Loss: 3.9323
05-Feb-26 15:45:01 - [Epoch=1 | Step=10800/83708 | Samples=3456000] loss=5.2192
05-Feb-26 15:45:01 - ---------Epoch 01 | Training samples: 3456000 | Average Loss: 3.9319
05-Feb-26 15:45:03 - [Epoch=1 | Step=10810/83708 | Samples=3459200] loss=2.8867
05-Feb-26 15:45:03 - ---------Epoch 01 | Training samples: 3459200 | Average Loss: 3.9312
05-Feb-26 15:45:07 - [Epoch=1 | Step=10820/83708 | Samples=3462400] loss=4.6467
05-Feb-26 15:45:07 - ---------Epoch 01 | Training samples: 3462400 | Average Loss: 3.9304
05-Feb-26 15:45:09 - [Epoch=1 | Step=10830/83708 | Samples=3465600] loss=2.7902
05-Feb-26 15:45:09 - ---------Epoch 01 | Training samples: 3465600 | Average Loss: 3.9298
05-Feb-26 15:45:11 - [Epoch=1 | Step=10840/83708 | Samples=3468800] loss=4.7715
05-Feb-26 15:45:11 - ---------Epoch 01 | Training samples: 3468800 | Average Loss: 3.9292
05-Feb-26 15:45:13 - [Epoch=1 | Step=10850/83708 | Samples=3472000] loss=3.6071
05-Feb-26 15:45:13 - ---------Epoch 01 | Training samples: 3472000 | Average Loss: 3.9284
05-Feb-26 15:45:15 - [Epoch=1 | Step=10860/83708 | Samples=3475200] loss=5.9914
05-Feb-26 15:45:15 - ---------Epoch 01 | Training samples: 3475200 | Average Loss: 3.9279
05-Feb-26 15:45:17 - [Epoch=1 | Step=10870/83708 | Samples=3478400] loss=3.1448
05-Feb-26 15:45:17 - ---------Epoch 01 | Training samples: 3478400 | Average Loss: 3.9271
05-Feb-26 15:45:21 - [Epoch=1 | Step=10880/83708 | Samples=3481600] loss=6.2118
05-Feb-26 15:45:21 - ---------Epoch 01 | Training samples: 3481600 | Average Loss: 3.9267
05-Feb-26 15:45:23 - [Epoch=1 | Step=10890/83708 | Samples=3484800] loss=3.2070
05-Feb-26 15:45:23 - ---------Epoch 01 | Training samples: 3484800 | Average Loss: 3.9261
05-Feb-26 15:45:25 - [Epoch=1 | Step=10900/83708 | Samples=3488000] loss=6.1112
05-Feb-26 15:45:25 - ---------Epoch 01 | Training samples: 3488000 | Average Loss: 3.9259
05-Feb-26 15:45:27 - [Epoch=1 | Step=10910/83708 | Samples=3491200] loss=2.7915
05-Feb-26 15:45:27 - ---------Epoch 01 | Training samples: 3491200 | Average Loss: 3.9252
05-Feb-26 15:45:29 - [Epoch=1 | Step=10920/83708 | Samples=3494400] loss=6.9173
05-Feb-26 15:45:29 - ---------Epoch 01 | Training samples: 3494400 | Average Loss: 3.9249
05-Feb-26 15:45:31 - [Epoch=1 | Step=10930/83708 | Samples=3497600] loss=3.3102
05-Feb-26 15:45:31 - ---------Epoch 01 | Training samples: 3497600 | Average Loss: 3.9242
05-Feb-26 15:45:34 - [Epoch=1 | Step=10940/83708 | Samples=3500800] loss=5.1954
05-Feb-26 15:45:34 - ---------Epoch 01 | Training samples: 3500800 | Average Loss: 3.9237
05-Feb-26 15:45:37 - [Epoch=1 | Step=10950/83708 | Samples=3504000] loss=2.8103
05-Feb-26 15:45:37 - ---------Epoch 01 | Training samples: 3504000 | Average Loss: 3.9227
05-Feb-26 15:45:39 - [Epoch=1 | Step=10960/83708 | Samples=3507200] loss=6.5951
05-Feb-26 15:45:39 - ---------Epoch 01 | Training samples: 3507200 | Average Loss: 3.9226
05-Feb-26 15:45:41 - [Epoch=1 | Step=10970/83708 | Samples=3510400] loss=2.2860
05-Feb-26 15:45:41 - ---------Epoch 01 | Training samples: 3510400 | Average Loss: 3.9217
05-Feb-26 15:45:43 - [Epoch=1 | Step=10980/83708 | Samples=3513600] loss=5.7101
05-Feb-26 15:45:43 - ---------Epoch 01 | Training samples: 3513600 | Average Loss: 3.9211
05-Feb-26 15:45:45 - [Epoch=1 | Step=10990/83708 | Samples=3516800] loss=3.2706
05-Feb-26 15:45:45 - ---------Epoch 01 | Training samples: 3516800 | Average Loss: 3.9203
05-Feb-26 15:45:48 - [Epoch=1 | Step=11000/83708 | Samples=3520000] loss=5.0097
05-Feb-26 15:45:48 - ---------Epoch 01 | Training samples: 3520000 | Average Loss: 3.9196
05-Feb-26 15:48:41 - ---------Validation | Average Validation: 5.4449
05-Feb-26 15:48:41 - ---------Validation | Overestimation (>3dB): 385
05-Feb-26 15:48:41 - ---------Validation | Underestimation (<-3dB): 380
05-Feb-26 15:48:43 - [Epoch=1 | Step=11010/83708 | Samples=3523200] loss=2.1887
05-Feb-26 15:48:43 - ---------Epoch 01 | Training samples: 3523200 | Average Loss: 3.9184
05-Feb-26 15:48:45 - [Epoch=1 | Step=11020/83708 | Samples=3526400] loss=5.3034
05-Feb-26 15:48:45 - ---------Epoch 01 | Training samples: 3526400 | Average Loss: 3.9174
05-Feb-26 15:48:47 - [Epoch=1 | Step=11030/83708 | Samples=3529600] loss=2.4263
05-Feb-26 15:48:47 - ---------Epoch 01 | Training samples: 3529600 | Average Loss: 3.9164
05-Feb-26 15:48:49 - [Epoch=1 | Step=11040/83708 | Samples=3532800] loss=4.7164
05-Feb-26 15:48:49 - ---------Epoch 01 | Training samples: 3532800 | Average Loss: 3.9155
05-Feb-26 15:48:51 - [Epoch=1 | Step=11050/83708 | Samples=3536000] loss=2.4490
05-Feb-26 15:48:51 - ---------Epoch 01 | Training samples: 3536000 | Average Loss: 3.9146
05-Feb-26 15:48:54 - [Epoch=1 | Step=11060/83708 | Samples=3539200] loss=4.6624
05-Feb-26 15:48:54 - ---------Epoch 01 | Training samples: 3539200 | Average Loss: 3.9137
05-Feb-26 15:48:56 - [Epoch=1 | Step=11070/83708 | Samples=3542400] loss=2.6664
05-Feb-26 15:48:56 - ---------Epoch 01 | Training samples: 3542400 | Average Loss: 3.9126
05-Feb-26 15:48:59 - [Epoch=1 | Step=11080/83708 | Samples=3545600] loss=4.0702
05-Feb-26 15:48:59 - ---------Epoch 01 | Training samples: 3545600 | Average Loss: 3.9117
05-Feb-26 15:49:02 - [Epoch=1 | Step=11090/83708 | Samples=3548800] loss=3.0384
05-Feb-26 15:49:02 - ---------Epoch 01 | Training samples: 3548800 | Average Loss: 3.9108
05-Feb-26 15:49:04 - [Epoch=1 | Step=11100/83708 | Samples=3552000] loss=4.2583
05-Feb-26 15:49:04 - ---------Epoch 01 | Training samples: 3552000 | Average Loss: 3.9101
05-Feb-26 15:49:06 - [Epoch=1 | Step=11110/83708 | Samples=3555200] loss=2.5848
05-Feb-26 15:49:06 - ---------Epoch 01 | Training samples: 3555200 | Average Loss: 3.9091
05-Feb-26 15:49:09 - [Epoch=1 | Step=11120/83708 | Samples=3558400] loss=4.6451
05-Feb-26 15:49:09 - ---------Epoch 01 | Training samples: 3558400 | Average Loss: 3.9082
05-Feb-26 15:49:11 - [Epoch=1 | Step=11130/83708 | Samples=3561600] loss=2.8391
05-Feb-26 15:49:11 - ---------Epoch 01 | Training samples: 3561600 | Average Loss: 3.9071
05-Feb-26 15:49:13 - [Epoch=1 | Step=11140/83708 | Samples=3564800] loss=4.8972
05-Feb-26 15:49:13 - ---------Epoch 01 | Training samples: 3564800 | Average Loss: 3.9063
05-Feb-26 15:49:15 - [Epoch=1 | Step=11150/83708 | Samples=3568000] loss=2.4521
05-Feb-26 15:49:15 - ---------Epoch 01 | Training samples: 3568000 | Average Loss: 3.9053
05-Feb-26 15:49:17 - [Epoch=1 | Step=11160/83708 | Samples=3571200] loss=4.6049
05-Feb-26 15:49:17 - ---------Epoch 01 | Training samples: 3571200 | Average Loss: 3.9045
05-Feb-26 15:49:19 - [Epoch=1 | Step=11170/83708 | Samples=3574400] loss=2.2477
05-Feb-26 15:49:19 - ---------Epoch 01 | Training samples: 3574400 | Average Loss: 3.9035
05-Feb-26 15:49:21 - [Epoch=1 | Step=11180/83708 | Samples=3577600] loss=4.6495
05-Feb-26 15:49:21 - ---------Epoch 01 | Training samples: 3577600 | Average Loss: 3.9028
05-Feb-26 15:49:25 - [Epoch=1 | Step=11190/83708 | Samples=3580800] loss=1.9444
05-Feb-26 15:49:25 - ---------Epoch 01 | Training samples: 3580800 | Average Loss: 3.9014
05-Feb-26 15:49:27 - [Epoch=1 | Step=11200/83708 | Samples=3584000] loss=4.4393
05-Feb-26 15:49:27 - ---------Epoch 01 | Training samples: 3584000 | Average Loss: 3.9004
05-Feb-26 15:49:29 - [Epoch=1 | Step=11210/83708 | Samples=3587200] loss=2.8207
05-Feb-26 15:49:29 - ---------Epoch 01 | Training samples: 3587200 | Average Loss: 3.8997
05-Feb-26 15:49:31 - [Epoch=1 | Step=11220/83708 | Samples=3590400] loss=5.3882
05-Feb-26 15:49:31 - ---------Epoch 01 | Training samples: 3590400 | Average Loss: 3.8990
05-Feb-26 15:49:33 - [Epoch=1 | Step=11230/83708 | Samples=3593600] loss=3.0854
05-Feb-26 15:49:33 - ---------Epoch 01 | Training samples: 3593600 | Average Loss: 3.8981
05-Feb-26 15:49:35 - [Epoch=1 | Step=11240/83708 | Samples=3596800] loss=5.1867
05-Feb-26 15:49:36 - ---------Epoch 01 | Training samples: 3596800 | Average Loss: 3.8978
05-Feb-26 15:49:40 - [Epoch=1 | Step=11250/83708 | Samples=3600000] loss=3.3517
05-Feb-26 15:49:40 - ---------Epoch 01 | Training samples: 3600000 | Average Loss: 3.8973
05-Feb-26 15:49:42 - [Epoch=1 | Step=11260/83708 | Samples=3603200] loss=4.7477
05-Feb-26 15:49:42 - ---------Epoch 01 | Training samples: 3603200 | Average Loss: 3.8971
05-Feb-26 15:49:44 - [Epoch=1 | Step=11270/83708 | Samples=3606400] loss=2.5104
05-Feb-26 15:49:44 - ---------Epoch 01 | Training samples: 3606400 | Average Loss: 3.8966
05-Feb-26 15:49:46 - [Epoch=1 | Step=11280/83708 | Samples=3609600] loss=4.9192
05-Feb-26 15:49:46 - ---------Epoch 01 | Training samples: 3609600 | Average Loss: 3.8966
05-Feb-26 15:49:48 - [Epoch=1 | Step=11290/83708 | Samples=3612800] loss=2.6944
05-Feb-26 15:49:49 - ---------Epoch 01 | Training samples: 3612800 | Average Loss: 3.8959
05-Feb-26 15:49:52 - [Epoch=1 | Step=11300/83708 | Samples=3616000] loss=4.8836
05-Feb-26 15:49:52 - ---------Epoch 01 | Training samples: 3616000 | Average Loss: 3.8955
05-Feb-26 15:49:54 - [Epoch=1 | Step=11310/83708 | Samples=3619200] loss=2.8854
05-Feb-26 15:49:54 - ---------Epoch 01 | Training samples: 3619200 | Average Loss: 3.8948
05-Feb-26 15:49:56 - [Epoch=1 | Step=11320/83708 | Samples=3622400] loss=5.2687
05-Feb-26 15:49:56 - ---------Epoch 01 | Training samples: 3622400 | Average Loss: 3.8943
05-Feb-26 15:49:58 - [Epoch=1 | Step=11330/83708 | Samples=3625600] loss=2.4524
05-Feb-26 15:49:58 - ---------Epoch 01 | Training samples: 3625600 | Average Loss: 3.8934
05-Feb-26 15:50:00 - [Epoch=1 | Step=11340/83708 | Samples=3628800] loss=5.1986
05-Feb-26 15:50:00 - ---------Epoch 01 | Training samples: 3628800 | Average Loss: 3.8927
05-Feb-26 15:50:02 - [Epoch=1 | Step=11350/83708 | Samples=3632000] loss=2.3003
05-Feb-26 15:50:02 - ---------Epoch 01 | Training samples: 3632000 | Average Loss: 3.8917
05-Feb-26 15:50:04 - [Epoch=1 | Step=11360/83708 | Samples=3635200] loss=5.7598
05-Feb-26 15:50:04 - ---------Epoch 01 | Training samples: 3635200 | Average Loss: 3.8910
05-Feb-26 15:50:06 - [Epoch=1 | Step=11370/83708 | Samples=3638400] loss=2.7120
05-Feb-26 15:50:06 - ---------Epoch 01 | Training samples: 3638400 | Average Loss: 3.8900
05-Feb-26 15:50:08 - [Epoch=1 | Step=11380/83708 | Samples=3641600] loss=9.7210
05-Feb-26 15:50:08 - ---------Epoch 01 | Training samples: 3641600 | Average Loss: 3.8898
05-Feb-26 15:50:10 - [Epoch=1 | Step=11390/83708 | Samples=3644800] loss=2.4597
05-Feb-26 15:50:10 - ---------Epoch 01 | Training samples: 3644800 | Average Loss: 3.8890
05-Feb-26 15:50:12 - [Epoch=1 | Step=11400/83708 | Samples=3648000] loss=7.5049
05-Feb-26 15:50:12 - ---------Epoch 01 | Training samples: 3648000 | Average Loss: 3.8888
05-Feb-26 15:50:15 - [Epoch=1 | Step=11410/83708 | Samples=3651200] loss=2.8180
05-Feb-26 15:50:15 - ---------Epoch 01 | Training samples: 3651200 | Average Loss: 3.8879
05-Feb-26 15:50:17 - [Epoch=1 | Step=11420/83708 | Samples=3654400] loss=5.7628
05-Feb-26 15:50:17 - ---------Epoch 01 | Training samples: 3654400 | Average Loss: 3.8872
05-Feb-26 15:50:21 - [Epoch=1 | Step=11430/83708 | Samples=3657600] loss=2.6226
05-Feb-26 15:50:21 - ---------Epoch 01 | Training samples: 3657600 | Average Loss: 3.8861
05-Feb-26 15:50:23 - [Epoch=1 | Step=11440/83708 | Samples=3660800] loss=4.7648
05-Feb-26 15:50:23 - ---------Epoch 01 | Training samples: 3660800 | Average Loss: 3.8852
05-Feb-26 15:50:25 - [Epoch=1 | Step=11450/83708 | Samples=3664000] loss=5.1779
05-Feb-26 15:50:25 - ---------Epoch 01 | Training samples: 3664000 | Average Loss: 3.8846
05-Feb-26 15:50:28 - [Epoch=1 | Step=11460/83708 | Samples=3667200] loss=5.3827
05-Feb-26 15:50:28 - ---------Epoch 01 | Training samples: 3667200 | Average Loss: 3.8842
05-Feb-26 15:50:30 - [Epoch=1 | Step=11470/83708 | Samples=3670400] loss=3.0787
05-Feb-26 15:50:30 - ---------Epoch 01 | Training samples: 3670400 | Average Loss: 3.8833
05-Feb-26 15:50:32 - [Epoch=1 | Step=11480/83708 | Samples=3673600] loss=4.6519
05-Feb-26 15:50:32 - ---------Epoch 01 | Training samples: 3673600 | Average Loss: 3.8825
05-Feb-26 15:50:34 - [Epoch=1 | Step=11490/83708 | Samples=3676800] loss=4.5225
05-Feb-26 15:50:34 - ---------Epoch 01 | Training samples: 3676800 | Average Loss: 3.8815
05-Feb-26 15:50:36 - [Epoch=1 | Step=11500/83708 | Samples=3680000] loss=4.2893
05-Feb-26 15:50:36 - ---------Epoch 01 | Training samples: 3680000 | Average Loss: 3.8809
05-Feb-26 15:53:29 - ---------Validation | Average Validation: 5.1929
05-Feb-26 15:53:29 - ---------Validation | Overestimation (>3dB): 417
05-Feb-26 15:53:29 - ---------Validation | Underestimation (<-3dB): 306
05-Feb-26 15:53:31 - [Epoch=1 | Step=11510/83708 | Samples=3683200] loss=5.3293
05-Feb-26 15:53:31 - ---------Epoch 01 | Training samples: 3683200 | Average Loss: 3.8800
05-Feb-26 15:53:33 - [Epoch=1 | Step=11520/83708 | Samples=3686400] loss=3.8773
05-Feb-26 15:53:33 - ---------Epoch 01 | Training samples: 3686400 | Average Loss: 3.8791
05-Feb-26 15:53:36 - [Epoch=1 | Step=11530/83708 | Samples=3689600] loss=3.9415
05-Feb-26 15:53:36 - ---------Epoch 01 | Training samples: 3689600 | Average Loss: 3.8784
05-Feb-26 15:53:38 - [Epoch=1 | Step=11540/83708 | Samples=3692800] loss=5.3481
05-Feb-26 15:53:38 - ---------Epoch 01 | Training samples: 3692800 | Average Loss: 3.8776
05-Feb-26 15:53:40 - [Epoch=1 | Step=11550/83708 | Samples=3696000] loss=2.2377
05-Feb-26 15:53:40 - ---------Epoch 01 | Training samples: 3696000 | Average Loss: 3.8765
05-Feb-26 15:53:42 - [Epoch=1 | Step=11560/83708 | Samples=3699200] loss=5.3282
05-Feb-26 15:53:42 - ---------Epoch 01 | Training samples: 3699200 | Average Loss: 3.8756
05-Feb-26 15:53:44 - [Epoch=1 | Step=11570/83708 | Samples=3702400] loss=2.1527
05-Feb-26 15:53:44 - ---------Epoch 01 | Training samples: 3702400 | Average Loss: 3.8743
05-Feb-26 15:53:46 - [Epoch=1 | Step=11580/83708 | Samples=3705600] loss=4.3120
05-Feb-26 15:53:46 - ---------Epoch 01 | Training samples: 3705600 | Average Loss: 3.8733
05-Feb-26 15:53:50 - [Epoch=1 | Step=11590/83708 | Samples=3708800] loss=1.7955
05-Feb-26 15:53:50 - ---------Epoch 01 | Training samples: 3708800 | Average Loss: 3.8719
05-Feb-26 15:53:52 - [Epoch=1 | Step=11600/83708 | Samples=3712000] loss=5.0023
05-Feb-26 15:53:52 - ---------Epoch 01 | Training samples: 3712000 | Average Loss: 3.8709
05-Feb-26 15:53:54 - [Epoch=1 | Step=11610/83708 | Samples=3715200] loss=1.8949
05-Feb-26 15:53:54 - ---------Epoch 01 | Training samples: 3715200 | Average Loss: 3.8698
05-Feb-26 15:53:57 - [Epoch=1 | Step=11620/83708 | Samples=3718400] loss=4.8121
05-Feb-26 15:53:57 - ---------Epoch 01 | Training samples: 3718400 | Average Loss: 3.8688
05-Feb-26 15:53:59 - [Epoch=1 | Step=11630/83708 | Samples=3721600] loss=1.2295
05-Feb-26 15:53:59 - ---------Epoch 01 | Training samples: 3721600 | Average Loss: 3.8675
05-Feb-26 15:54:01 - [Epoch=1 | Step=11640/83708 | Samples=3724800] loss=3.8564
05-Feb-26 15:54:01 - ---------Epoch 01 | Training samples: 3724800 | Average Loss: 3.8663
05-Feb-26 15:54:03 - [Epoch=1 | Step=11650/83708 | Samples=3728000] loss=1.5534
05-Feb-26 15:54:03 - ---------Epoch 01 | Training samples: 3728000 | Average Loss: 3.8651
05-Feb-26 15:54:05 - [Epoch=1 | Step=11660/83708 | Samples=3731200] loss=4.1525
05-Feb-26 15:54:05 - ---------Epoch 01 | Training samples: 3731200 | Average Loss: 3.8642
05-Feb-26 15:54:07 - [Epoch=1 | Step=11670/83708 | Samples=3734400] loss=1.7076
05-Feb-26 15:54:07 - ---------Epoch 01 | Training samples: 3734400 | Average Loss: 3.8629
05-Feb-26 15:54:09 - [Epoch=1 | Step=11680/83708 | Samples=3737600] loss=4.0744
05-Feb-26 15:54:09 - ---------Epoch 01 | Training samples: 3737600 | Average Loss: 3.8619
05-Feb-26 15:54:12 - [Epoch=1 | Step=11690/83708 | Samples=3740800] loss=1.7362
05-Feb-26 15:54:12 - ---------Epoch 01 | Training samples: 3740800 | Average Loss: 3.8606
05-Feb-26 15:54:14 - [Epoch=1 | Step=11700/83708 | Samples=3744000] loss=4.8024
05-Feb-26 15:54:14 - ---------Epoch 01 | Training samples: 3744000 | Average Loss: 3.8597
05-Feb-26 15:54:16 - [Epoch=1 | Step=11710/83708 | Samples=3747200] loss=1.9073
05-Feb-26 15:54:16 - ---------Epoch 01 | Training samples: 3747200 | Average Loss: 3.8583
05-Feb-26 15:54:18 - [Epoch=1 | Step=11720/83708 | Samples=3750400] loss=4.3162
05-Feb-26 15:54:18 - ---------Epoch 01 | Training samples: 3750400 | Average Loss: 3.8575
05-Feb-26 15:54:20 - [Epoch=1 | Step=11730/83708 | Samples=3753600] loss=1.3161
05-Feb-26 15:54:20 - ---------Epoch 01 | Training samples: 3753600 | Average Loss: 3.8560
05-Feb-26 15:54:23 - [Epoch=1 | Step=11740/83708 | Samples=3756800] loss=3.9250
05-Feb-26 15:54:23 - ---------Epoch 01 | Training samples: 3756800 | Average Loss: 3.8547
05-Feb-26 15:54:25 - [Epoch=1 | Step=11750/83708 | Samples=3760000] loss=1.2762
05-Feb-26 15:54:25 - ---------Epoch 01 | Training samples: 3760000 | Average Loss: 3.8533
05-Feb-26 15:54:27 - [Epoch=1 | Step=11760/83708 | Samples=3763200] loss=3.4310
05-Feb-26 15:54:27 - ---------Epoch 01 | Training samples: 3763200 | Average Loss: 3.8521
05-Feb-26 15:54:29 - [Epoch=1 | Step=11770/83708 | Samples=3766400] loss=1.1704
05-Feb-26 15:54:29 - ---------Epoch 01 | Training samples: 3766400 | Average Loss: 3.8503
05-Feb-26 15:54:32 - [Epoch=1 | Step=11780/83708 | Samples=3769600] loss=3.4900
05-Feb-26 15:54:32 - ---------Epoch 01 | Training samples: 3769600 | Average Loss: 3.8490
05-Feb-26 15:54:35 - [Epoch=1 | Step=11790/83708 | Samples=3772800] loss=1.2122
05-Feb-26 15:54:35 - ---------Epoch 01 | Training samples: 3772800 | Average Loss: 3.8476
05-Feb-26 15:54:37 - [Epoch=1 | Step=11800/83708 | Samples=3776000] loss=3.7136
05-Feb-26 15:54:37 - ---------Epoch 01 | Training samples: 3776000 | Average Loss: 3.8466
05-Feb-26 15:54:39 - [Epoch=1 | Step=11810/83708 | Samples=3779200] loss=1.1166
05-Feb-26 15:54:39 - ---------Epoch 01 | Training samples: 3779200 | Average Loss: 3.8451
05-Feb-26 15:54:41 - [Epoch=1 | Step=11820/83708 | Samples=3782400] loss=3.1113
05-Feb-26 15:54:41 - ---------Epoch 01 | Training samples: 3782400 | Average Loss: 3.8439
05-Feb-26 15:54:43 - [Epoch=1 | Step=11830/83708 | Samples=3785600] loss=1.2331
05-Feb-26 15:54:43 - ---------Epoch 01 | Training samples: 3785600 | Average Loss: 3.8425
05-Feb-26 15:54:45 - [Epoch=1 | Step=11840/83708 | Samples=3788800] loss=2.8719
05-Feb-26 15:54:45 - ---------Epoch 01 | Training samples: 3788800 | Average Loss: 3.8411
05-Feb-26 15:54:47 - [Epoch=1 | Step=11850/83708 | Samples=3792000] loss=1.1445
05-Feb-26 15:54:47 - ---------Epoch 01 | Training samples: 3792000 | Average Loss: 3.8397
05-Feb-26 15:54:49 - [Epoch=1 | Step=11860/83708 | Samples=3795200] loss=4.0933
05-Feb-26 15:54:49 - ---------Epoch 01 | Training samples: 3795200 | Average Loss: 3.8388
05-Feb-26 15:54:52 - [Epoch=1 | Step=11870/83708 | Samples=3798400] loss=0.5960
05-Feb-26 15:54:52 - ---------Epoch 01 | Training samples: 3798400 | Average Loss: 3.8375
05-Feb-26 15:54:54 - [Epoch=1 | Step=11880/83708 | Samples=3801600] loss=4.9777
05-Feb-26 15:54:54 - ---------Epoch 01 | Training samples: 3801600 | Average Loss: 3.8366
05-Feb-26 15:54:56 - [Epoch=1 | Step=11890/83708 | Samples=3804800] loss=0.8535
05-Feb-26 15:54:56 - ---------Epoch 01 | Training samples: 3804800 | Average Loss: 3.8354
05-Feb-26 15:54:58 - [Epoch=1 | Step=11900/83708 | Samples=3808000] loss=5.1607
05-Feb-26 15:54:58 - ---------Epoch 01 | Training samples: 3808000 | Average Loss: 3.8345
05-Feb-26 15:55:01 - [Epoch=1 | Step=11910/83708 | Samples=3811200] loss=0.9234
05-Feb-26 15:55:02 - ---------Epoch 01 | Training samples: 3811200 | Average Loss: 3.8332
05-Feb-26 15:55:04 - [Epoch=1 | Step=11920/83708 | Samples=3814400] loss=5.3766
05-Feb-26 15:55:04 - ---------Epoch 01 | Training samples: 3814400 | Average Loss: 3.8324
05-Feb-26 15:55:06 - [Epoch=1 | Step=11930/83708 | Samples=3817600] loss=1.1431
05-Feb-26 15:55:06 - ---------Epoch 01 | Training samples: 3817600 | Average Loss: 3.8312
05-Feb-26 15:55:08 - [Epoch=1 | Step=11940/83708 | Samples=3820800] loss=5.1825
05-Feb-26 15:55:08 - ---------Epoch 01 | Training samples: 3820800 | Average Loss: 3.8303
05-Feb-26 15:55:11 - [Epoch=1 | Step=11950/83708 | Samples=3824000] loss=1.1830
05-Feb-26 15:55:11 - ---------Epoch 01 | Training samples: 3824000 | Average Loss: 3.8291
